id_usuario,nome,genero,idade,faixa_idade,perfil_fumante,marca_isqueiro,cor_isqueiro,tipo_isqueiro,preco_compra,data_compra,data_uso,tempo_posse,contexto_uso,proposito_uso,num_ascendimentos,frequencia_uso,mes_ano,perdeu,dias_ate_perda,data_perda,local_perda,intensidade_uso,categoria_preco,categoria_idade,mes_compra,probabilidade_perda,predicao_perda,acerto_modelo
USER_0011,Usuario_11,F,42,36-50,Moderado,Bic,Azul,Descartavel,3.3,2025-01-15 22:48:55.783059,2025-04-06 22:48:55.783059,81,Trabalho,Cigarro,178,2.2,2025-04,True,51,2025-03-07 22:48:55.783059,Trabalho,2.197530864197531,Barato,Adulto,1,0.36445367521149524,False,False
USER_0012,Usuario_12,F,41,36-50,Nao_fumante,Bic,Dourado,Descartavel,3.12,2025-03-15 22:48:55.783059,2025-07-10 22:48:55.783059,117,Casa,Incenso,24,0.21,2025-07,False,0,,N/A,0.20512820512820512,Barato,Adulto,3,0.2917429823239994,False,True
USER_0013,Usuario_13,M,34,26-35,Moderado,Generico,Vermelho,Descartavel,0.6,2025-04-28 22:48:55.783059,2025-08-07 22:48:55.783059,101,Trabalho,Cigarro,208,2.06,2025-08,False,0,,N/A,2.0594059405940595,Barato,Adulto_Jovem,4,0.31736616194626294,False,True
USER_0014,Usuario_14,M,21,18-25,Pesado,Zippo,Azul,Recarregavel,50.96,2025-06-23 22:48:55.783059,2025-09-29 22:48:55.783059,98,Trabalho,Cigarro,301,3.07,2025-09,False,0,,N/A,3.0714285714285716,Caro,Jovem,6,0.44872428186305374,False,True
USER_0015,Usuario_15,F,23,18-25,Social,Ronson,Vermelho,Recarregavel,15.86,2025-02-10 22:48:55.783059,2025-08-06 22:48:55.783059,177,Trabalho,Vela,272,1.54,2025-08,False,0,,N/A,1.536723163841808,Caro,Jovem,2,0.5616017137102731,True,False
USER_0016,Usuario_16,M,28,26-35,Moderado,Bic,Prata,Descartavel,3.08,2025-07-11 22:48:55.783059,2025-10-22 22:48:55.783059,103,Carro,Cigarro,194,1.88,2025-10,True,1,2025-07-12 22:48:55.783059,Veiculo,1.883495145631068,Barato,Adulto_Jovem,7,0.4656544400590833,False,False
USER_0017,Usuario_17,F,22,18-25,Nao_fumante,Clipper,Azul,Recarregavel,8.06,2025-02-10 22:48:55.783059,2025-04-03 22:48:55.783059,52,Parque,Camping,14,0.27,2025-04,False,0,,N/A,0.2692307692307692,Medio,Jovem,2,0.5910546141871424,True,False
USER_0018,Usuario_18,F,37,36-50,Social,Zippo,Azul,Recarregavel,50.83,2025-03-29 22:48:55.783059,2025-06-20 22:48:55.783059,83,Casa,Cigarro,113,1.36,2025-06,False,0,,N/A,1.3614457831325302,Caro,Adulto,3,0.26469066229602367,False,True
USER_0019,Usuario_19,F,24,18-25,Esporadico,Bic,Dourado,Descartavel,2.19,2024-10-08 22:48:55.783059,2025-01-30 22:48:55.783059,114,Casa,Vela,91,0.8,2025-01,False,0,,N/A,0.7982456140350878,Barato,Jovem,10,0.5011337259599438,True,False
USER_0020,Usuario_20,M,50,36-50,Moderado,Cricket,Branco,Descartavel,2.14,2025-03-27 22:48:55.783059,2025-05-19 22:48:55.783059,53,Social,Tabaco,105,1.98,2025-05,False,0,,N/A,1.9811320754716981,Barato,Adulto,3,0.5869237369377831,True,False
USER_0021,Usuario_21,M,63,51+,Nao_fumante,Generico,Azul,Descartavel,0.65,2025-05-27 22:48:55.783059,2025-08-24 22:48:55.783059,89,Casa,Vela,21,0.24,2025-08,True,54,2025-07-20 22:48:55.783059,Quarto,0.23595505617977527,Barato,Maduro,5,0.31223741849761794,False,False
USER_0022,Usuario_22,M,57,51+,Pesado,Bic,Prata,Descartavel,3.98,2025-01-21 22:48:55.783059,2025-02-21 22:48:55.783059,31,Parque,Cigarro,87,2.81,2025-02,False,0,,N/A,2.806451612903226,Barato,Maduro,1,0.5322991149032258,True,False
USER_0023,Usuario_23,M,46,36-50,Moderado,Zippo,Preto,Recarregavel,51.23,2024-09-29 22:48:55.783059,2024-12-27 22:48:55.783059,89,Parque,Tabaco,178,2.0,2024-12,False,0,,N/A,2.0,Caro,Adulto,9,0.38272488960418216,False,True
USER_0024,Usuario_24,F,31,26-35,Esporadico,Bic,Vermelho,Descartavel,3.16,2025-07-01 22:48:55.783059,2025-09-30 22:48:55.783059,91,Casa,Outro,77,0.85,2025-09,False,0,,N/A,0.8461538461538461,Barato,Adulto_Jovem,7,0.47822309539806684,False,True
USER_0025,Usuario_25,F,39,36-50,Moderado,Bic,Prata,Descartavel,2.72,2024-12-26 22:48:55.783059,2025-04-06 22:48:55.783059,101,Festa,Cigarro,217,2.15,2025-04,False,0,,N/A,2.1485148514851486,Barato,Adulto,12,0.4951970545629271,False,True
USER_0026,Usuario_26,F,47,36-50,Social,Clipper,Vermelho,Recarregavel,7.77,2025-01-18 22:48:55.783059,2025-05-08 22:48:55.783059,110,Casa,Vela,158,1.44,2025-05,True,101,2025-04-29 22:48:55.783059,Quarto,1.4363636363636363,Medio,Adulto,1,0.28706364373000287,False,False
USER_0027,Usuario_27,M,40,36-50,Social,Clipper,Azul,Recarregavel,7.85,2024-09-17 22:48:55.783059,2025-01-10 22:48:55.783059,115,Trabalho,Incenso,162,1.41,2025-01,True,16,2024-10-03 22:48:55.783059,Escritorio,1.4086956521739131,Medio,Adulto,9,0.31433402560275675,False,False
USER_0028,Usuario_28,M,22,18-25,Social,Zippo,Vermelho,Recarregavel,50.63,2024-12-11 22:48:55.783059,2025-02-07 22:48:55.783059,58,Casa,Fogao,74,1.28,2025-02,False,0,,N/A,1.2758620689655173,Caro,Jovem,12,0.5199065410936283,True,False
USER_0029,Usuario_29,F,33,26-35,Pesado,Zippo,Prata,Recarregavel,50.19,2025-05-28 22:48:55.783059,2025-10-05 22:48:55.783059,130,Bar,Cigarro,384,2.95,2025-10,True,96,2025-09-01 22:48:55.783059,Bar,2.953846153846154,Caro,Adulto_Jovem,5,0.5625910735201611,True,True
USER_0030,Usuario_30,F,22,18-25,Social,Clipper,Dourado,Recarregavel,8.78,2025-02-23 22:48:55.783059,2025-05-29 22:48:55.783059,95,Rua,Cigarro,154,1.62,2025-05,False,0,,N/A,1.6210526315789473,Medio,Jovem,2,0.5979809301551362,True,False
USER_0031,Usuario_31,M,54,51+,Social,Cricket,Dourado,Descartavel,2.81,2024-10-30 22:48:55.783059,2024-12-02 22:48:55.783059,33,Casa,Cigarro,36,1.09,2024-12,False,0,,N/A,1.0909090909090908,Barato,Maduro,10,0.46988936316386937,False,True
USER_0032,Usuario_32,M,43,36-50,Moderado,Cricket,Preto,Descartavel,1.68,2025-01-09 22:48:55.783059,2025-04-28 22:48:55.783059,109,Rua,Incenso,218,2.0,2025-04,True,89,2025-04-08 22:48:55.783059,Na_rua,2.0,Barato,Adulto,1,0.6298975621623292,True,True
USER_0033,Usuario_33,M,53,51+,Moderado,Cricket,Dourado,Descartavel,2.15,2024-12-24 22:48:55.783059,2025-04-19 22:48:55.783059,116,Trabalho,Vela,212,1.83,2025-04,False,0,,N/A,1.8275862068965518,Barato,Maduro,12,0.44219550670878893,False,True
USER_0034,Usuario_34,F,30,26-35,Esporadico,Bic,Amarelo,Descartavel,3.81,2024-11-17 22:48:55.783059,2025-02-13 22:48:55.783059,88,Parque,Vela,79,0.9,2025-02,True,19,2024-12-06 22:48:55.783059,Parque,0.8977272727272727,Barato,Adulto_Jovem,11,0.5938387704722377,True,True
USER_0035,Usuario_35,M,45,36-50,Nao_fumante,Generico,Branco,Descartavel,1.49,2025-02-07 22:48:55.783059,2025-04-21 22:48:55.783059,73,Trabalho,Fogao,19,0.26,2025-04,False,0,,N/A,0.2602739726027397,Barato,Adulto,2,0.4572684735775433,False,True
USER_0036,Usuario_36,M,56,51+,Pesado,Zippo,Prata,Recarregavel,51.49,2025-01-16 22:48:55.783059,2025-06-27 22:48:55.783059,162,Bar,Fogao,502,3.1,2025-06,False,0,,N/A,3.0987654320987654,Caro,Maduro,1,0.7465730813304619,True,False
USER_0037,Usuario_37,F,61,51+,Esporadico,Cricket,Amarelo,Descartavel,2.4,2025-03-05 22:48:55.783059,2025-03-18 22:48:55.783059,13,Carro,Vela,5,0.38,2025-03,True,4,2025-03-09 22:48:55.783059,Carro,0.38461538461538464,Barato,Maduro,3,0.5556843509386439,True,True
USER_0038,Usuario_38,M,24,18-25,Nao_fumante,Cricket,Amarelo,Descartavel,2.42,2025-06-18 22:48:55.783059,2025-08-22 22:48:55.783059,65,Casa,Vela,18,0.28,2025-08,True,45,2025-08-02 22:48:55.783059,Casa,0.27692307692307694,Barato,Jovem,6,0.5969821241973845,True,True
USER_0039,Usuario_39,F,45,36-50,Social,Cricket,Dourado,Descartavel,1.24,2024-09-17 22:48:55.783059,2024-09-24 22:48:55.783059,7,Parque,Tabaco,9,1.29,2024-09,False,0,,N/A,1.2857142857142858,Barato,Adulto,9,0.46156963878662843,False,True
USER_0040,Usuario_40,F,62,51+,Nao_fumante,Bic,Verde,Descartavel,2.09,2025-04-17 22:48:55.783059,2025-07-05 22:48:55.783059,79,Trabalho,Cigarro,32,0.41,2025-07,True,49,2025-06-05 22:48:55.783059,Trabalho,0.4050632911392405,Barato,Maduro,4,0.38987872256501166,False,False
USER_0041,Usuario_41,M,48,36-50,Nao_fumante,Clipper,Branco,Recarregavel,9.3,2024-09-28 22:48:55.783059,2024-12-15 22:48:55.783059,78,Casa,Cigarro,23,0.29,2024-12,False,0,,N/A,0.2948717948717949,Medio,Adulto,9,0.40653366496941634,False,True
USER_0042,Usuario_42,F,45,36-50,Pesado,Generico,Dourado,Descartavel,1.41,2025-02-08 22:48:55.783059,2025-04-26 22:48:55.783059,77,Bar,Cigarro,222,2.88,2025-04,False,0,,N/A,2.883116883116883,Barato,Adulto,2,0.4641066630812378,False,True
USER_0043,Usuario_43,M,23,18-25,Nao_fumante,Cricket,Prata,Descartavel,2.84,2024-09-26 22:48:55.783059,2024-11-25 22:48:55.783059,60,Casa,Vela,24,0.4,2024-11,False,0,,N/A,0.4,Barato,Jovem,9,0.6072711873701802,True,False
USER_0044,Usuario_44,F,49,36-50,Nao_fumante,Zippo,Preto,Recarregavel,50.26,2025-07-28 22:48:55.783059,2025-09-22 22:48:55.783059,56,Casa,Cigarro,18,0.32,2025-09,True,55,2025-09-21 22:48:55.783059,Quarto,0.32142857142857145,Caro,Adulto,7,0.3081594342465023,False,False
USER_0045,Usuario_45,F,34,26-35,Social,Cricket,Branco,Descartavel,2.11,2024-11-08 22:48:55.783059,2024-12-19 22:48:55.783059,41,Casa,Tabaco,68,1.66,2024-12,True,13,2024-11-21 22:48:55.783059,Sala,1.6585365853658536,Barato,Adulto_Jovem,11,0.3929100648170217,False,False
USER_0046,Usuario_46,F,18,18-25,Social,Clipper,Vermelho,Recarregavel,8.04,2024-10-25 22:48:55.783059,2024-11-24 22:48:55.783059,30,Bar,Vela,45,1.5,2024-11,False,0,,N/A,1.5,Medio,Jovem,10,0.6464481740123793,True,False
USER_0047,Usuario_47,F,22,18-25,Pesado,Cricket,Azul,Descartavel,1.27,2025-07-16 22:48:55.783059,2025-08-12 22:48:55.783059,27,Bar,Cigarro,88,3.26,2025-08,True,2,2025-07-18 22:48:55.783059,Restaurante,3.259259259259259,Barato,Jovem,7,0.7008840973725701,True,True
USER_0048,Usuario_48,F,51,51+,Social,Clipper,Branco,Recarregavel,9.31,2025-07-21 22:48:55.783059,2025-09-01 22:48:55.783059,42,Casa,Vela,62,1.48,2025-09,False,0,,N/A,1.4761904761904763,Medio,Maduro,7,0.31725376588609017,False,True
USER_0049,Usuario_49,M,21,18-25,Social,Cricket,Azul,Descartavel,1.52,2024-11-24 22:48:55.783059,2025-01-01 22:48:55.783059,38,Casa,Incenso,60,1.58,2025-01,True,23,2024-12-17 22:48:55.783059,Cozinha,1.5789473684210527,Barato,Jovem,11,0.4987676473954922,False,False
USER_0050,Usuario_50,F,48,36-50,Social,Clipper,Vermelho,Recarregavel,7.86,2025-03-19 22:48:55.783059,2025-04-17 22:48:55.783059,29,Trabalho,Cigarro,53,1.83,2025-04,True,19,2025-04-07 22:48:55.783059,Escritorio,1.8275862068965518,Medio,Adulto,3,0.3349493551715737,False,False
USER_0051,Usuario_51,M,35,26-35,Moderado,Bic,Verde,Descartavel,3.1,2025-01-27 22:48:55.783059,2025-05-16 22:48:55.783059,109,Casa,Cigarro,212,1.94,2025-05,True,26,2025-02-22 22:48:55.783059,Casa,1.944954128440367,Barato,Adulto_Jovem,1,0.44673080422862393,False,False
USER_0052,Usuario_52,M,39,36-50,Pesado,Ronson,Prata,Recarregavel,15.25,2024-10-12 22:48:55.783059,2024-12-16 22:48:55.783059,65,Casa,Cigarro,209,3.22,2024-12,False,0,,N/A,3.2153846153846155,Caro,Adulto,10,0.6187185837653132,True,False
USER_0053,Usuario_53,F,31,26-35,Social,Zippo,Dourado,Recarregavel,50.94,2025-02-17 22:48:55.783059,2025-04-01 22:48:55.783059,43,Trabalho,Fogao,55,1.28,2025-04,False,0,,N/A,1.2790697674418605,Caro,Adulto_Jovem,2,0.42101832620134116,False,True
USER_0054,Usuario_54,F,62,51+,Esporadico,Zippo,Branco,Recarregavel,49.98,2025-01-13 22:48:55.783059,2025-03-11 22:48:55.783059,57,Casa,Fogao,39,0.68,2025-03,False,0,,N/A,0.6842105263157895,Caro,Maduro,1,0.4758128165375762,False,True
USER_0055,Usuario_55,F,27,26-35,Esporadico,Zippo,Prata,Recarregavel,50.67,2024-10-20 22:48:55.783059,2025-03-09 22:48:55.783059,140,Casa,Tabaco,120,0.86,2025-03,True,26,2024-11-15 22:48:55.783059,Sala,0.8571428571428571,Caro,Adulto_Jovem,10,0.31745764842264856,False,False
USER_0056,Usuario_56,F,62,51+,Moderado,Ronson,Verde,Recarregavel,14.7,2025-04-02 22:48:55.783059,2025-07-10 22:48:55.783059,99,Casa,Cigarro,187,1.89,2025-07,True,55,2025-05-27 22:48:55.783059,Casa,1.8888888888888888,Medio,Maduro,4,0.2284439073616307,False,False
USER_0057,Usuario_57,M,20,18-25,Social,Zippo,Vermelho,Recarregavel,51.49,2024-09-22 22:48:55.783059,2024-12-26 22:48:55.783059,95,Casa,Charuto,145,1.53,2024-12,True,51,2024-11-12 22:48:55.783059,Quarto,1.5263157894736843,Caro,Jovem,9,0.3293585109023633,False,False
USER_0058,Usuario_58,M,19,18-25,Social,Clipper,Branco,Recarregavel,9.18,2025-01-27 22:48:55.783059,2025-04-11 22:48:55.783059,74,Rua,Incenso,101,1.36,2025-04,False,0,,N/A,1.364864864864865,Medio,Jovem,1,0.6330200119396688,True,False
USER_0059,Usuario_59,F,54,51+,Social,Ronson,Verde,Recarregavel,15.57,2025-02-24 22:48:55.783059,2025-08-06 22:48:55.783059,163,Casa,Outro,237,1.45,2025-08,True,130,2025-07-04 22:48:55.783059,Sala,1.4539877300613497,Caro,Maduro,2,0.45510501678592064,False,False
USER_0060,Usuario_60,M,54,51+,Pesado,Bic,Prata,Descartavel,2.94,2024-12-19 22:48:55.783059,2025-03-28 22:48:55.783059,99,Festa,Cigarro,329,3.32,2025-03,False,0,,N/A,3.323232323232323,Barato,Maduro,12,0.6344858146009913,True,False
USER_0061,Usuario_61,M,51,51+,Moderado,Bic,Dourado,Descartavel,3.44,2024-11-15 22:48:55.783059,2025-01-22 22:48:55.783059,68,Parque,Tabaco,146,2.15,2025-01,False,0,,N/A,2.1470588235294117,Barato,Maduro,11,0.49280345381593577,False,True
USER_0062,Usuario_62,M,22,18-25,Moderado,Clipper,Amarelo,Recarregavel,8.22,2025-05-11 22:48:55.783059,2025-06-26 22:48:55.783059,46,Rua,Cigarro,89,1.93,2025-06,True,38,2025-06-18 22:48:55.783059,Na_rua,1.934782608695652,Medio,Jovem,5,0.6678683113500736,True,True
USER_0063,Usuario_63,M,32,26-35,Social,Zippo,Prata,Recarregavel,50.27,2025-07-22 22:48:55.783059,2025-12-02 22:48:55.783059,133,Casa,Vela,187,1.41,2025-12,False,0,,N/A,1.406015037593985,Caro,Adulto_Jovem,7,0.3528177201676908,False,True
USER_0064,Usuario_64,F,32,26-35,Esporadico,Zippo,Amarelo,Recarregavel,51.29,2025-02-20 22:48:55.783059,2025-04-28 22:48:55.783059,67,Trabalho,Cigarro,59,0.88,2025-04,True,66,2025-04-27 22:48:55.783059,Trabalho,0.8805970149253731,Caro,Adulto_Jovem,2,0.4225063062947609,False,False
USER_0065,Usuario_65,M,27,26-35,Moderado,Cricket,Prata,Descartavel,1.76,2025-04-20 22:48:55.783059,2025-06-15 22:48:55.783059,56,Casa,Cigarro,109,1.95,2025-06,False,0,,N/A,1.9464285714285714,Barato,Adulto_Jovem,4,0.48934539294489504,False,True
USER_0066,Usuario_66,F,44,36-50,Social,Clipper,Vermelho,Recarregavel,8.93,2025-06-26 22:48:55.783059,2025-09-07 22:48:55.783059,73,Casa,Tabaco,105,1.44,2025-09,False,0,,N/A,1.4383561643835616,Medio,Adulto,6,0.26800162871150274,False,True
USER_0067,Usuario_67,F,30,26-35,Pesado,Bic,Azul,Descartavel,2.04,2025-07-29 22:48:55.783059,2025-09-14 22:48:55.783059,47,Bar,Incenso,163,3.47,2025-09,False,0,,N/A,3.4680851063829787,Barato,Adulto_Jovem,7,0.607284882238618,True,False
USER_0068,Usuario_68,F,45,36-50,Moderado,Bic,Branco,Descartavel,3.47,2025-07-09 22:48:55.783059,2025-08-23 22:48:55.783059,45,Casa,Camping,107,2.38,2025-08,False,0,,N/A,2.3777777777777778,Barato,Adulto,7,0.4340973845843774,False,True
USER_0069,Usuario_69,F,40,36-50,Nao_fumante,Ronson,Prata,Recarregavel,14.95,2025-02-12 22:48:55.783059,2025-05-05 22:48:55.783059,82,Casa,Vela,22,0.27,2025-05,False,0,,N/A,0.2682926829268293,Medio,Adulto,2,0.2990245800670275,False,True
USER_0070,Usuario_70,M,43,36-50,Nao_fumante,Bic,Preto,Descartavel,2.96,2024-10-03 22:48:55.783059,2024-11-19 22:48:55.783059,47,Casa,Cigarro,11,0.23,2024-11,True,29,2024-11-01 22:48:55.783059,Cozinha,0.23404255319148937,Barato,Adulto,10,0.5054350648093071,True,True
USER_0071,Usuario_71,M,39,36-50,Moderado,Bic,Azul,Descartavel,2.36,2024-12-09 22:48:55.783059,2025-03-28 22:48:55.783059,109,Casa,Charuto,200,1.83,2025-03,False,0,,N/A,1.834862385321101,Barato,Adulto,12,0.32240523744881705,False,True
USER_0072,Usuario_72,M,49,36-50,Pesado,Cricket,Branco,Descartavel,2.6,2025-07-31 22:48:55.783059,2025-09-05 22:48:55.783059,36,Rua,Tabaco,107,2.97,2025-09,True,1,2025-08-01 22:48:55.783059,Ponto_onibus,2.9722222222222223,Barato,Adulto,7,0.6693581699596526,True,True
USER_0073,Usuario_73,M,64,51+,Social,Clipper,Azul,Recarregavel,8.3,2025-03-01 22:48:55.783059,2025-04-25 22:48:55.783059,55,Parque,Camping,72,1.31,2025-04,True,10,2025-03-11 22:48:55.783059,Area_verde,1.309090909090909,Medio,Maduro,3,0.5465081303496606,True,True
USER_0074,Usuario_74,F,51,51+,Social,Bic,Vermelho,Descartavel,3.68,2024-09-24 22:48:55.783059,2024-12-02 22:48:55.783059,69,Casa,Vela,105,1.52,2024-12,False,0,,N/A,1.5217391304347827,Barato,Maduro,9,0.36552382003618805,False,True
USER_0075,Usuario_75,M,64,51+,Social,Ronson,Vermelho,Recarregavel,14.98,2025-07-04 22:48:55.783059,2025-11-06 22:48:55.783059,125,Casa,Vela,216,1.73,2025-11,True,74,2025-09-16 22:48:55.783059,Cozinha,1.728,Medio,Maduro,7,0.33705359957668807,False,False
USER_0076,Usuario_76,M,40,36-50,Esporadico,Bic,Branco,Descartavel,3.17,2025-03-23 22:48:55.783059,2025-06-17 22:48:55.783059,86,Casa,Tabaco,81,0.94,2025-06,True,12,2025-04-04 22:48:55.783059,Sala,0.9418604651162791,Barato,Adulto,3,0.5337452776264477,True,True
USER_0077,Usuario_77,M,54,51+,Social,Clipper,Preto,Recarregavel,9.22,2025-06-23 22:48:55.783059,2025-09-16 22:48:55.783059,85,Parque,Fogao,142,1.67,2025-09,True,81,2025-09-12 22:48:55.783059,Praca,1.6705882352941177,Medio,Maduro,6,0.5929964654013706,True,True
USER_0078,Usuario_78,M,57,51+,Social,Zippo,Azul,Recarregavel,49.78,2025-05-09 22:48:55.783059,2025-06-11 22:48:55.783059,33,Bar,Vela,54,1.64,2025-06,False,0,,N/A,1.6363636363636365,Caro,Maduro,5,0.6373727052795193,True,False
USER_0079,Usuario_79,M,55,51+,Pesado,Zippo,Amarelo,Recarregavel,51.16,2024-12-12 22:48:55.783059,2025-05-07 22:48:55.783059,146,Trabalho,Tabaco,470,3.22,2025-05,False,0,,N/A,3.219178082191781,Caro,Maduro,12,0.36651931669432847,False,True
USER_0080,Usuario_80,M,27,26-35,Nao_fumante,Zippo,Vermelho,Recarregavel,51.04,2024-11-01 22:48:55.783059,2025-02-02 22:48:55.783059,93,Trabalho,Cigarro,22,0.24,2025-02,False,0,,N/A,0.23655913978494625,Caro,Adulto_Jovem,11,0.40119156323506966,False,True
USER_0081,Usuario_81,M,53,51+,Esporadico,Bic,Branco,Descartavel,3.9,2024-11-10 22:48:55.783059,2025-03-05 22:48:55.783059,115,Casa,Tabaco,115,1.0,2025-03,False,0,,N/A,1.0,Barato,Maduro,11,0.5015533697566658,True,False
USER_0082,Usuario_82,M,52,51+,Esporadico,Cricket,Branco,Descartavel,2.19,2025-04-05 22:48:55.783059,2025-05-05 22:48:55.783059,30,Casa,Vela,24,0.8,2025-05,False,0,,N/A,0.8,Barato,Maduro,4,0.6307797838455822,True,False
USER_0083,Usuario_83,F,59,51+,Social,Bic,Preto,Descartavel,3.6,2025-03-07 22:48:55.783059,2025-05-01 22:48:55.783059,55,Casa,Cigarro,76,1.38,2025-05,False,0,,N/A,1.3818181818181818,Barato,Maduro,3,0.3537137882171194,False,True
USER_0084,Usuario_84,M,34,26-35,Nao_fumante,Zippo,Prata,Recarregavel,49.67,2024-12-05 22:48:55.783059,2025-03-27 22:48:55.783059,112,Trabalho,Incenso,38,0.34,2025-03,False,0,,N/A,0.3392857142857143,Caro,Adulto_Jovem,12,0.32426404072130466,False,True
USER_0085,Usuario_85,M,35,26-35,Social,Bic,Preto,Descartavel,2.1,2024-10-12 22:48:55.783059,2024-12-02 22:48:55.783059,51,Casa,Incenso,76,1.49,2024-12,True,8,2024-10-20 22:48:55.783059,Quarto,1.4901960784313726,Barato,Adulto_Jovem,10,0.4213769777511594,False,False
USER_0086,Usuario_86,M,40,36-50,Esporadico,Cricket,Vermelho,Descartavel,2.69,2024-12-28 22:48:55.783059,2025-01-18 22:48:55.783059,21,Rua,Vela,19,0.9,2025-01,False,0,,N/A,0.9047619047619048,Barato,Adulto,12,0.8250819829248687,True,False
USER_0087,Usuario_87,M,57,51+,Social,Zippo,Prata,Recarregavel,50.13,2024-09-20 22:48:55.783059,2025-01-20 22:48:55.783059,122,Rua,Vela,189,1.55,2025-01,False,0,,N/A,1.5491803278688525,Caro,Maduro,9,0.5682003844145905,True,False
USER_0088,Usuario_88,F,52,51+,Esporadico,Bic,Prata,Descartavel,2.37,2025-06-17 22:48:55.783059,2025-07-23 22:48:55.783059,36,Casa,Cigarro,39,1.08,2025-07,True,16,2025-07-03 22:48:55.783059,Sala,1.0833333333333333,Barato,Maduro,6,0.5008003920559105,True,True
USER_0089,Usuario_89,F,64,51+,Moderado,Bic,Prata,Descartavel,2.84,2024-11-20 22:48:55.783059,2025-02-26 22:48:55.783059,98,Bar,Cigarro,187,1.91,2025-02,True,53,2025-01-12 22:48:55.783059,Restaurante,1.9081632653061225,Barato,Maduro,11,0.5628459247922926,True,True
USER_0090,Usuario_90,M,26,26-35,Pesado,Zippo,Vermelho,Recarregavel,49.94,2025-07-06 22:48:55.783059,2025-10-04 22:48:55.783059,90,Carro,Vela,258,2.87,2025-10,False,0,,N/A,2.8666666666666667,Caro,Adulto_Jovem,7,0.4158319246602512,False,True
USER_0091,Usuario_91,F,30,26-35,Nao_fumante,Cricket,Vermelho,Descartavel,1.46,2025-02-11 22:48:55.783059,2025-05-19 22:48:55.783059,97,Rua,Tabaco,31,0.32,2025-05,True,90,2025-05-12 22:48:55.783059,Na_rua,0.31958762886597936,Barato,Adulto_Jovem,2,0.6316956393528996,True,True
